Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
COLLECTION_NAME_10088,Tasty Shrimp Pizza 100,윤기나는 쉬림프 피자 100개,Pizza de camarão saboroso 100,おいしいシュリンプピザ 100,Sabrosa pizza de camarón 100,พิซซ่ากุ้งแสนอร่อย 100,Pizza udang lezat 100,Вкусная креветка пицца 100,鲜美虾比萨饼 100,美味的蝦比薩 100,Masarap na Pizza na Hipon 100,Pizza tôm thơm ngon 100
COLLECTION_NAME_10089,Artisan Shrimp Pizza 100,전설의 쉬림프 피자 100개,Pizza de camarão lendário 100,伝説のシュリンプピザ 100,Pizza de camarones Legendaria 100,พิซซ่ากุ้งในตำนาน 100,Pizza udang legendaris 100,Легендарная пицца креветки 100,传奇虾比萨饼 100,傳奇的蝦比薩 100,Maalamat na Pizza na Hipon 100,Pizza tôm nghệ nhân 100
COLLECTION_NAME_10090,Salt And Pepper Shrimp 100,솔트 앤 페퍼 쉬림프 100개,Camarão de sal e pimenta 100,ソルト＆ペッパーシュリンプ 100,Camarones con sal y pimienta 100,กุ้งเกลือและพริกไทย 100,Udang garam dan lada 100,Креветки соли и перца 100,盐和胡椒虾 100,鹽和胡椒蝦 100,Asin at Pamintang Hipon 100,Tôm muối và tiêu 100
COLLECTION_NAME_10091,Tasty Salt And Pepper Shrimp 100,윤기나는 솔트 앤 페퍼 쉬림프 100개,Saboroso sal e pimenta camarão 100,おいしいソルト＆ペッパーシュリンプ 100,Camarones sabrosos con sal y pimienta 100,กุ้งเกลือและพริกไทยอร่อย 100,Udang garam dan lada lezat 100,Вкусная соль и перца креветки 100,美味的盐和胡椒虾 100,美味的鹽和胡椒蝦 100,Masarap na Asin at Pamintang Hipon 100,Muối ngon và tôm tiêu 100
COLLECTION_NAME_10092,Gourmet Salt and Pepper Shrimp 100,전설의 솔트 앤 페퍼 쉬림프 100개,Camarão lendário de sal e pimenta 100,伝説的なソルト＆ペッパーシュリンプ 100,Camarones Legendarios con Sal y Pimienta 100,กุ้งเกลือและพริกไทยในตำนาน 100,Udang garam dan lada legendaris 100,Легендарная соль и перца креветки 100,传奇盐和胡椒虾 100,傳奇鹽和胡椒蝦 100,Maalamat na Asin at Pamintang Hipon 100,Tôm muối và tiêu dành cho người sành ăn 100
COLLECTION_NAME_10093,Canned Almonds 100,아몬드캔 100개,Amêndoas enlatadas 100,缶詰アーモンド 100,Almendras enlatadas 100,อัลมอนด์กระป๋อง 100,Almond kalengan 100,Консервированный миндаль 100,杏仁罐头 100,杏仁罐頭 100,De-latang almendras 100,Hạnh nhân đóng hộp 100
COLLECTION_NAME_10094,Legendary Canned Almonds 100,전설의 아몬드캔 100개,Amêndoas enlatadas lendárias 100,伝説の缶詰アーモンド 100,Almendras enlatadas legendarias 100,อัลมอนด์กระป๋องในตำนาน 100,Almond kalengan legendaris 100,Легендарный консервированный миндаль 100,传奇罐装杏仁 100,傳奇的杏仁罐頭 100,Maalamat na De-latang Almendras 100,Hạnh nhân đóng hộp huyền thoại 100
COLLECTION_NAME_10095,Oriental Chicken Pizza 100,오리엔탈 치킨 피자 100개,Pizza de frango oriental 100,オリエンタルチキンピザ 100,Pizza de pollo oriental 100,พิซซ่าไก่ตะวันออก 100,Pizza Ayam Oriental 100,Восточная куриная пицца 100,东方鸡肉披萨 100,東方雞肉比薩餅 100,Oriyental Manok na Pizza 100,Pizza gà phương Đông 100
COLLECTION_NAME_10096,Tasty Oriental Chicken Pizza 100,윤기나는 오리엔탈 치킨 피자 100개,Pizza de frango oriental saboroso 100,おいしいオリエンタルチキンピザ 100,Sabrosa pizza de pollo oriental 100,พิซซ่าไก่โอเรียนทอลแสนอร่อย 100,Pizza ayam oriental yang lezat 100,Вкусная восточная куриная пицца 100,美味的东方鸡肉披萨 100,美味的東方雞肉披薩 100,Matakam Oriyental na Manok na Pizza 100,Pizza gà phương Đông thơm ngon 100
COLLECTION_NAME_10097,Legendary Oriental Chicken Pizza 100,전설의 오리엔탈 치킨 피자 100개,Pizza de frango oriental lendária 100,伝説的なオリエンタルチキンピザ 100,Pizza legendaria de pollo oriental 100,พิซซ่าไก่ตะวันออกในตำนาน 100,Pizza Ayam Oriental Legendaris 100,Легендарная восточная куриная пицца 100,传奇的东方鸡肉披萨 100,傳奇的東方雞肉披薩 100,Maalamat na Oriyental na Manok na Pizza 100,Pizza gà truyền thuyết phương Đông 100
COLLECTION_NAME_10098,BBQ Chicken 100,바베큐 치킨 100개,Frango de churrasco 100,バーベキューチキン 100,Pollo a la barbacoa 100,ไก่บาร์บีคิว 100,Ayam barbekyu 100,Курица для барбекю 100,烧烤鸡 100,燒烤雞 100,Inihaw na Manok 100,Gà nướng BBQ 100
COLLECTION_NAME_10099,Tasty BBQ Chicken 100,윤기나는 바베큐 치킨 100개,Frango de churrasco saboroso 100,おいしいバーベキューチキン 100,Sabroso pollo de barbacoa 100,ไก่บาร์บีคิวแสนอร่อย 100,Ayam barbekyu yang lezat 100,Вкусная курица для барбекю 100,美味的烧烤鸡 100,美味的燒烤雞 100,Masarap na Inihaw na Manok 100,Gà nướng BBQ ngon lành. 100
COLLECTION_NAME_10100,Juicy BBQ Chicken 100,전설의 바베큐 치킨 100개,Frango lendário de churrasco 100,伝説的なバーベキューチキン 100,Pollo legendario de barbacoa 100,ไก่บาร์บีคิวในตำนาน 100,Ayam barbekyu legendaris 100,100,传奇烧烤鸡 100,傳奇燒烤雞 100,Maalamat na Inihaw na Manok 100,Gà BBQ nhiều nước trái cây 100
COLLECTION_NAME_10101,Fruit Shaved Ice 100,과일 빙수 100개,Gelo raspado de frutas 100,フルーツかき氷 100,Raspado de Frutas 100,ผลไม้น้ำแข็งไส 100,Es yang dicukur buah 100,Фрукты бритого льда 100,水果剃过的冰 100,水果刨冰 100,Halo Halo 100,Bingsu hoa quả 100
COLLECTION_NAME_10102,Tasty Fruit Shaved Ice 100,맛있는 과일 빙수 100개,Gelo barbeado de frutas saborosas 100,おいしいフルーツかき氷 100,Raspado Sabroso de Frutas 100,ผลไม้น้ำแข็งไสน่ารสแน่น 100,Es yang lezat dicukur es 100,Вкусный фруктовый бритый лед 100,美味的水果剃光冰 100,美味的水果刨冰 100,Masarap na Halo Halo 100,Bingsu hoa quả thơm ngon 100
COLLECTION_NAME_10103,Legendary Fruit Shaved Ice 100,전설의 과일 빙수 100개,Gelo de frutas lendárias de frutas 100,伝説のフルーツかき氷 100,Raspado Legendario de Frutas 100,ผลไม้น้ำแข็งไสในตำนาน 100,Es yang dicukur buah legendaris 100,Легендарный фруктовый побритый лед 100,传奇的水果剃光冰 100,傳奇的水果刨冰 100,Maalamat na Halo Halo 100,Bingsu hoa quả huyền thoại 100
COLLECTION_NAME_10104,Ice Leaf Salad 100,얼음 잎사귀 샐러드 100개,Salada de folha de gelo 100,アイスリーフサラダ 100,Ensalada de hojas de hielo 100,ไอซ์ลีฟสลัด 100,Salad daun es 100,Салат из ледяного листа 100,冰叶沙拉 100,冰葉沙拉 100,Salad ng Nagyelong Dahon 100,Salad lá đá 100
COLLECTION_NAME_10105,Tasty Ice Leaf Salad 100,맛있는 얼음 잎사귀 샐러드 100개,Salada de folha de gelo saboroso 100,おいしいアイスリーフサラダ 100,Ensalada de hojas de hielo sabrosas 100,ไอซ์ลีฟสลัดรสแน่น 100,Salad es es yang lezat 100,Вкусный салат из ледяного листа 100,美味的冰叶沙拉 100,美味的冰葉沙拉 100,Masarap na Salad ng Nagyelong Dahon 100,Salad lá đá thơm ngon 100
COLLECTION_NAME_10106,Legendary Ice Leaf Salad 100,전설의 얼음 잎사귀 샐러드 100개,Salada lendária de folha de gelo 100,伝説的なアイスリーフサラダ 100,Ensalada de hoja de hielo legendaria 100,ไอซ์ลีฟสลัดในตำนาน 100,Salad es legendaris 100,Легендарный салат из ледяного листа 100,传奇冰叶沙拉 100,傳奇冰葉沙拉 100,Maalamat na Salad ng Nagyelong Dahon 100,Salad lá băng huyền thoại 100
COLLECTION_NAME_10107,Canned Tuna 300,참치캔 300개,Atum Enlatado 300,ツナ缶 300,Atún enlatado 300,ทูน่ากระป๋อง 300,Tuna kaleng 300,300,金枪鱼罐头 300,金槍魚罐頭 300,De-latang tuna 300,Cá ngừ đóng hộp 300
COLLECTION_NAME_10108,Legendary Canned Tuna 300,전설의 참치캔 300개,Atum Enlatado Lendário 300,伝説のツナ缶 300,Atún enlatado Legendario 300,ปลาทูน่ากระป๋องในตำนาน 300,Ikan Tuna Kalengan Legendaris 300,300,传统的金枪鱼罐头 300,傳奇的金槍魚罐頭 300,Maalamat na de-latang tuna 300,Cá ngừ đóng hộp huyền thoại 300
COLLECTION_NAME_10109,Fried Egg 300,계란후라이 300개,Ovo Frito 300,目玉焼き 300,Huevo Frito 300,ไข่ดาว 300,Telor goreng 300,300,煎蛋 300,煎雞蛋 300,Pritong itlog 300,Trứng rán 300
COLLECTION_NAME_10110,Sunny Side Up 300,반숙 후라이 300개,Ovos Estrelados 300,サニーサイドアップ 300,Huevo Frito por un lado 300,ไข่ทอดด้านเดียว 300,Telur mata sapi 300,300,一面黄 300,陽光明媚的一面朝上 300,Sunny Side Up 300,Mặt sáng lên 300
COLLECTION_NAME_10111,Delicious Fried Egg 300,전설의 후라이 300개,Ovo Frito Lendário 300,伝説の目玉焼き 300,Huevo frito Legendario 300,ไข่ดาวในตำนาน 300,Telur Goreng Legendaris 300,300,传统煎蛋 300,傳奇的炸雞蛋 300,Maalamat na Pritong Itlog 300,Trứng rán ngon lành 300
COLLECTION_NAME_10112,Omelet 300,대충 만든 오므라이스 300개,Omelete Dura 300,雑なオムレツ 300,Omelet grueso 300,ไข่เจียวหยาบ 300,Omelet Kasar 300,300,煎蛋卷 300,粗煎蛋捲 300,Magaspang na Omelet 300,Trứng cuộn 300
COLLECTION_NAME_10113,Tasty Omelet 300,공들인 오므라이스 300개,Omelete Ótima 300,すごいオムレツ 300,Gran Omelet 300,ไข่เจียวยอดเยี่ยม 300,Omelet yang Luar Biasa 300,300,大煎蛋卷 300,大煎蛋 300,Masarap na Omelet 300,Trứng ốp la thơm ngon 300
COLLECTION_NAME_10114,Delicious Omelet 300,전설의 오므라이스 300개,Omelete Lendária 300,伝説のオムレツ 300,Omelet Legendario 300,ไข่เจียวในตำนาน 300,Omelet Legendaris 300,300,传统煎蛋卷 300,傳奇煎蛋 300,Maalamat na Omelet 300,Trứng ốp la ngon 300
COLLECTION_NAME_10115,Edible Beef Rice 300,그저 그런 비프라이스 300개,Arroz com Carne Bovina sem Gosto 300,不味いビーフライス 300,Arroz con Carne insípido 300,ข้าวหน้าเนื้อรสจืด 300,Nasi Daging Sapi Hambar 300,300,无味牛肉饭 300,無味的牛肉米 300,Walang lasang Kanin ng Baka 300,Cơm thịt bò có thể ăn được 300
COLLECTION_NAME_10116,Tasty Beef Rice 300,윤기 나는 비프라이스 300개,Arroz com Carne Bovina Saboroso 300,美味しいビーフライス 300,Arroz con Carne sabroso 300,ข้าวหน้าเนื้อรสเด็ด 300,Nasi Daging Sapi yang Lezat 300,300,鲜美牛肉饭 300,美味的牛肉米 300,Masarap na Kanin ng Baka 300,Cơm thịt bò thơm ngon 300
COLLECTION_NAME_10117,Savory Beef Rice 300,전설의 비프라이스 300개,Arroz com Carne Bovina Lendária 300,伝説のビーフライス 300,Arroz con Carne Legendario 300,ข้าวหน้าเนื้อในตำนาน 300,Nasi Daging Sapi Legendaris 300,300,传统牛肉饭 300,傳奇牛肉米 300,Maalamat na Kanin ng Baka 300,Cơm thịt bò thơm ngon 300
COLLECTION_NAME_10118,Steak 300,스테이크 300개,Bife 300,ステーキ 300,Filete 300,สเต็ก 300,Steak 300,300,牛排 300,牛扒 300,Steak 300,Bít tết 300
COLLECTION_NAME_10119,Juicy Steak 300,모둠스테이크 300개,Bife Maravilhoso 300,すごいステーキ 300,Gran FIlete 300,สเต็กที่ดี 300,Steak yang enak 300,300,大牛排 300,大牛排 300,Masarap na Steak 300,Bít tết mọng nước 300
COLLECTION_NAME_10120,Succulent Steak 300,전설의 스테이크 300개,Bife Lendário 300,伝説のステーキ 300,Filete Legendario 300,สเต็กในตำนาน 300,Steak Legendaris 300,300,传奇牛排 300,傳奇牛排 300,Maalamat na Steak 300,Bít tết mọng nước 300
COLLECTION_NAME_10121,Shrimp Pizza 300,쉬림프 피자 300개,Pizza de camarão 300,シュリンプピザ 300,Pizza de camarones 300,พิซซ่ากุ้ง 300,Udang pizza 300,Креветка пицца 300,虾比萨饼 300,蝦比薩 300,Pizza na hipon 300,Pizza tôm 300
COLLECTION_NAME_10122,Tasty Shrimp Pizza 300,윤기나는 쉬림프 피자 300개,Pizza de camarão saboroso 300,おいしいシュリンプピザ 300,Sabrosa pizza de camarón 300,พิซซ่ากุ้งแสนอร่อย 300,Pizza udang lezat 300,Вкусная креветка пицца 300,鲜美虾比萨饼 300,美味的蝦比薩 300,Masarap na Pizza na Hipon 300,Pizza tôm thơm ngon 300
COLLECTION_NAME_10123,Artisan Shrimp Pizza 300,전설의 쉬림프 피자 300개,Pizza de camarão lendário 300,伝説のシュリンプピザ 300,Pizza de camarones Legendaria 300,พิซซ่ากุ้งในตำนาน 300,Pizza udang legendaris 300,Легендарная пицца креветки 300,传奇虾比萨饼 300,傳奇的蝦比薩 300,Maalamat na Pizza na Hipon 300,Pizza tôm nghệ nhân 300
COLLECTION_NAME_10124,Salt And Pepper Shrimp 300,솔트 앤 페퍼 쉬림프 300개,Camarão de sal e pimenta 300,ソルト＆ペッパーシュリンプ 300,Camarones con sal y pimienta 300,กุ้งเกลือและพริกไทย 300,Udang garam dan lada 300,Креветки соли и перца 300,盐和胡椒虾 300,鹽和胡椒蝦 300,Asin at Pamintang Hipon 300,Tôm muối và tiêu 300
COLLECTION_NAME_10125,Tasty Salt And Pepper Shrimp 300,윤기나는 솔트 앤 페퍼 쉬림프 300개,Saboroso sal e pimenta camarão 300,おいしいソルト＆ペッパーシュリンプ 300,Camarones sabrosos con sal y pimienta 300,กุ้งเกลือและพริกไทยอร่อย 300,Udang garam dan lada lezat 300,Вкусная соль и перца креветки 300,美味的盐和胡椒虾 300,美味的鹽和胡椒蝦 300,Masarap na Asin at Pamintang Hipon 300,Muối ngon và tôm tiêu 300
COLLECTION_NAME_10126,Gourmet Salt and Pepper Shrimp 300,전설의 솔트 앤 페퍼 쉬림프 300개,Camarão lendário de sal e pimenta 300,伝説的なソルト＆ペッパーシュリンプ 300,Camarones Legendarios con Sal y Pimienta 300,กุ้งเกลือและพริกไทยในตำนาน 300,Udang garam dan lada legendaris 300,Легендарная соль и перца креветки 300,传奇盐和胡椒虾 300,傳奇鹽和胡椒蝦 300,Maalamat na Asin at Pamintang Hipon 300,Tôm muối và tiêu dành cho người sành ăn 300
COLLECTION_NAME_10127,Canned Almonds 300,아몬드캔 300개,Amêndoas enlatadas 300,缶詰アーモンド 300,Almendras enlatadas 300,อัลมอนด์กระป๋อง 300,Almond kalengan 300,Консервированный миндаль 300,杏仁罐头 300,杏仁罐頭 300,De-latang almendras 300,Hạnh nhân đóng hộp 300
COLLECTION_NAME_10128,Legendary Canned Almonds 300,전설의 아몬드캔 300개,Amêndoas enlatadas lendárias 300,伝説の缶詰アーモンド 300,Almendras enlatadas legendarias 300,อัลมอนด์กระป๋องในตำนาน 300,Almond kalengan legendaris 300,Легендарный консервированный миндаль 300,传奇罐装杏仁 300,傳奇的杏仁罐頭 300,Maalamat na De-latang Almendras 300,Hạnh nhân đóng hộp huyền thoại 300
COLLECTION_NAME_10129,Oriental Chicken Pizza 300,오리엔탈 치킨 피자 300개,Pizza de frango oriental 300,オリエンタルチキンピザ 300,Pizza de pollo oriental 300,พิซซ่าไก่ตะวันออก 300,Pizza Ayam Oriental 300,Восточная куриная пицца 300,东方鸡肉披萨 300,東方雞肉比薩餅 300,Oriyental Manok na Pizza 300,Pizza gà phương Đông 300
COLLECTION_NAME_10130,Tasty Oriental Chicken Pizza 300,윤기나는 오리엔탈 치킨 피자 300개,Pizza de frango oriental saboroso 300,おいしいオリエンタルチキンピザ 300,Sabrosa pizza de pollo oriental 300,พิซซ่าไก่โอเรียนทอลแสนอร่อย 300,Pizza ayam oriental yang lezat 300,Вкусная восточная куриная пицца 300,美味的东方鸡肉披萨 300,美味的東方雞肉披薩 300,Matakam Oriyental na Manok na Pizza 300,Pizza gà phương Đông thơm ngon 300
COLLECTION_NAME_10131,Legendary Oriental Chicken Pizza 300,전설의 오리엔탈 치킨 피자 300개,Pizza de frango oriental lendária 300,伝説的なオリエンタルチキンピザ 300,Pizza legendaria de pollo oriental 300,พิซซ่าไก่ตะวันออกในตำนาน 300,Pizza Ayam Oriental Legendaris 300,Легендарная восточная куриная пицца 300,传奇的东方鸡肉披萨 300,傳奇的東方雞肉披薩 300,Maalamat na Oriyental na Manok na Pizza 300,Pizza gà truyền thuyết phương Đông 300
COLLECTION_NAME_10132,BBQ Chicken 300,바베큐 치킨 300개,Frango de churrasco 300,バーベキューチキン 300,Pollo a la barbacoa 300,ไก่บาร์บีคิว 300,Ayam barbekyu 300,Курица для барбекю 300,烧烤鸡 300,燒烤雞 300,Inihaw na Manok 300,Gà nướng BBQ 300
COLLECTION_NAME_10133,Tasty BBQ Chicken 300,윤기나는 바베큐 치킨 300개,Frango de churrasco saboroso 300,おいしいバーベキューチキン 300,Sabroso pollo de barbacoa 300,ไก่บาร์บีคิวแสนอร่อย 300,Ayam barbekyu yang lezat 300,Вкусная курица для барбекю 300,美味的烧烤鸡 300,美味的燒烤雞 300,Masarap na Inihaw na Manok 300,Gà nướng BBQ ngon lành. 300
COLLECTION_NAME_10134,Juicy BBQ Chicken 300,전설의 바베큐 치킨 300개,Frango lendário de churrasco 300,伝説的なバーベキューチキン 300,Pollo legendario de barbacoa 300,ไก่บาร์บีคิวในตำนาน 300,Ayam barbekyu legendaris 300,300,传奇烧烤鸡 300,傳奇燒烤雞 300,Maalamat na Inihaw na Manok 300,Gà BBQ nhiều nước trái cây 300
COLLECTION_NAME_10135,Fruit Shaved Ice 300,과일 빙수 300개,Gelo raspado de frutas 300,フルーツかき氷 300,Raspado de Frutas 300,ผลไม้น้ำแข็งไส 300,Es yang dicukur buah 300,Фрукты бритого льда 300,水果剃过的冰 300,水果刨冰 300,Halo Halo 300,Bingsu hoa quả 300
COLLECTION_NAME_10136,Tasty Fruit Shaved Ice 300,맛있는 과일 빙수 300개,Gelo barbeado de frutas saborosas 300,おいしいフルーツかき氷 300,Raspado Sabroso de Frutas 300,ผลไม้น้ำแข็งไสน่ารสแน่น 300,Es yang lezat dicukur es 300,Вкусный фруктовый бритый лед 300,美味的水果剃光冰 300,美味的水果刨冰 300,Masarap na Halo Halo 300,Bingsu hoa quả thơm ngon 300
COLLECTION_NAME_10137,Legendary Fruit Shaved Ice 300,전설의 과일 빙수 300개,Gelo de frutas lendárias de frutas 300,伝説のフルーツかき氷 300,Raspado Legendario de Frutas 300,ผลไม้น้ำแข็งไสในตำนาน 300,Es yang dicukur buah legendaris 300,Легендарный фруктовый побритый лед 300,传奇的水果剃光冰 300,傳奇的水果刨冰 300,Maalamat na Halo Halo 300,Bingsu hoa quả huyền thoại 300
COLLECTION_NAME_10138,Ice Leaf Salad 300,얼음 잎사귀 샐러드 300개,Salada de folha de gelo 300,アイスリーフサラダ 300,Ensalada de hojas de hielo 300,ไอซ์ลีฟสลัด 300,Salad daun es 300,Салат из ледяного листа 300,冰叶沙拉 300,冰葉沙拉 300,Salad ng Nagyelong Dahon 300,Salad lá đá 300
COLLECTION_NAME_10139,Tasty Ice Leaf Salad 300,맛있는 얼음 잎사귀 샐러드 300개,Salada de folha de gelo saboroso 300,おいしいアイスリーフサラダ 300,Ensalada de hojas de hielo sabrosas 300,ไอซ์ลีฟสลัดรสแน่น 300,Salad es es yang lezat 300,Вкусный салат из ледяного листа 300,美味的冰叶沙拉 300,美味的冰葉沙拉 300,Masarap na Salad ng Nagyelong Dahon 300,Salad lá đá thơm ngon 300
COLLECTION_NAME_10140,Legendary Ice Leaf Salad 300,전설의 얼음 잎사귀 샐러드 300개,Salada lendária de folha de gelo 300,伝説的なアイスリーフサラダ 300,Ensalada de hoja de hielo legendaria 300,ไอซ์ลีฟสลัดในตำนาน 300,Salad es legendaris 300,Легендарный салат из ледяного листа 300,传奇冰叶沙拉 300,傳奇冰葉沙拉 300,Maalamat na Salad ng Nagyelong Dahon 300,Salad lá băng huyền thoại 300
COLLECTION_NAME_100001,Beast Aura (RARE),야수 아우라 (RARE),Aura de besta (RARE),獣のオーラ (RARE),Aura de bestia (RARE),รัศมีสัตว์ร้าย (RARE),Aura binatang buas (RARE),Зверь Аура (RARE),野兽光环 (RARE),野獸光環 (RARE),Hayop aura (RARE),Thú Aura (RARE)
COLLECTION_NAME_100002,Beast Aura (EPIC),야수 아우라 (EPIC),Aura de besta (EPIC),獣のオーラ (EPIC),Aura de bestia (EPIC),รัศมีสัตว์ร้าย (EPIC),Aura binatang buas (EPIC),Зверь Аура (EPIC),野兽光环 (EPIC),野獸光環 (EPIC),Hayop aura (EPIC),Thú Aura (EPIC)
COLLECTION_NAME_100003,Beast Aura (UNIQUE),야수 아우라 (UNIQUE),Aura de besta (UNIQUE),獣のオーラ (UNIQUE),Aura de bestia (UNIQUE),รัศมีสัตว์ร้าย (UNIQUE),Aura binatang buas (UNIQUE),Зверь Аура (UNIQUE),野兽光环 (UNIQUE),野獸光環 (UNIQUE),Hayop aura (UNIQUE),Thú Aura (UNIQUE)
COLLECTION_NAME_100004,Beast Aura (LEGEND),야수 아우라 (LEGEND),Aura de besta (LEGEND),獣のオーラ (LEGEND),Aura de bestia (LEGEND),รัศมีสัตว์ร้าย (LEGEND),Aura binatang buas (LEGEND),Зверь Аура (LEGEND),野兽光环 (LEGEND),野獸光環 (LEGEND),Hayop aura (LEGEND),Thú Aura (LEGEND)
COLLECTION_NAME_100005,Aegis Aura (ARENA SPECIAL) (RARE),이지스 아우라 (아레나 특화) (RARE),Aegis Aura (Arena Special) (RARE),イージスオーラ（アリーナ特化） (RARE),AEGIS AURA (Arena Especial) (RARE),Aegis Aura (Arena Special) (RARE),Aegis Aura (Arena Special) (RARE),Aegis Aura (Special) (RARE),aegis aura（竞技场特别） (RARE),aegis aura（競技場特別） (RARE),Aegis Aura (Espesyal na Arena) (RARE),Aegis Aura (đặc biệt Arena) (RARE)
COLLECTION_NAME_100006,Aegis Aura (ARENA SPECIAL) (EPIC),이지스 아우라 (아레나 특화) (EPIC),Aegis Aura (Arena Special) (EPIC),イージスオーラ（アリーナ特化） (EPIC),AEGIS AURA (Arena Especial) (EPIC),Aegis Aura (Arena Special) (EPIC),Aegis Aura (Arena Special) (EPIC),Aegis Aura (Special) (EPIC),aegis aura（竞技场特别） (EPIC),aegis aura（競技場特別） (EPIC),Aegis Aura (Espesyal na Arena) (EPIC),Aegis Aura (đặc biệt Arena) (EPIC)
COLLECTION_NAME_100007,Aegis Aura (ARENA SPECIAL) (UNIQUE),이지스 아우라 (아레나 특화) (UNIQUE),Aegis Aura (Arena Special) (UNIQUE),イージスオーラ（アリーナ特化） (UNIQUE),AEGIS AURA (Arena Especial) (UNIQUE),Aegis Aura (Arena Special) (UNIQUE),Aegis Aura (Arena Special) (UNIQUE),Aegis Aura (Special) (UNIQUE),aegis aura（竞技场特别） (UNIQUE),aegis aura（競技場特別） (UNIQUE),Aegis Aura (Espesyal na Arena) (UNIQUE),Aegis Aura (đặc biệt Arena) (UNIQUE)
COLLECTION_NAME_100008,Aegis Aura (ARENA SPECIAL) (LEGEND),이지스 아우라 (아레나 특화) (LEGEND),Aegis Aura (Arena Special) (LEGEND),イージスオーラ（アリーナ特化） (LEGEND),AEGIS AURA (Arena Especial) (LEGEND),Aegis Aura (Arena Special) (LEGEND),Aegis Aura (Arena Special) (LEGEND),Aegis Aura (Special) (LEGEND),aegis aura（竞技场特别） (LEGEND),aegis aura（競技場特別） (LEGEND),Aegis Aura (Espesyal na Arena) (LEGEND),Aegis Aura (đặc biệt Arena) (LEGEND)
COLLECTION_NAME_100009,Barrage Aura (ADVENTURE SPECIAL) (RARE),폭격 아우라 (모험 특화) (RARE),Barrage Aura (Especial de aventura) (RARE),爆撃オーラ（冒険特化） (RARE),Barrage Aura (especial de aventura) (RARE),Aura Barrage (Adventure Special) (RARE),Barrage Aura (Adventure Special) (RARE),Оборотная аура (специальная приключения) (RARE),Barrage Aura（冒险特别） (RARE),Barrage Aura（冒險特別） (RARE),Barrage aura (espesyal na pakikipagsapalaran) (RARE),Array Aura (đặc biệt phiêu lưu) (RARE)
COLLECTION_NAME_100010,Barrage Aura (ADVENTURE SPECIAL) (EPIC),폭격 아우라 (모험 특화) (EPIC),Barrage Aura (Especial de aventura) (EPIC),爆撃オーラ（冒険特化） (EPIC),Barrage Aura (especial de aventura) (EPIC),Aura Barrage (Adventure Special) (EPIC),Barrage Aura (Adventure Special) (EPIC),Оборотная аура (специальная приключения) (EPIC),Barrage Aura（冒险特别） (EPIC),Barrage Aura（冒險特別） (EPIC),Barrage aura (espesyal na pakikipagsapalaran) (EPIC),Array Aura (đặc biệt phiêu lưu) (EPIC)
COLLECTION_NAME_100011,Barrage Aura (ADVENTURE SPECIAL) (UNIQUE),폭격 아우라 (모험 특화) (UNIQUE),Barrage Aura (Especial de aventura) (UNIQUE),爆撃オーラ（冒険特化） (UNIQUE),Barrage Aura (especial de aventura) (UNIQUE),Aura Barrage (Adventure Special) (UNIQUE),Barrage Aura (Adventure Special) (UNIQUE),Оборотная аура (специальная приключения) (UNIQUE),Barrage Aura（冒险特别） (UNIQUE),Barrage Aura（冒險特別） (UNIQUE),Barrage aura (espesyal na pakikipagsapalaran) (UNIQUE),Array Aura (đặc biệt phiêu lưu) (UNIQUE)
COLLECTION_NAME_100012,Barrage Aura (ADVENTURE SPECIAL) (LEGEND),폭격 아우라 (모험 특화) (LEGEND),Barrage Aura (Especial de aventura) (LEGEND),爆撃オーラ（冒険特化） (LEGEND),Barrage Aura (especial de aventura) (LEGEND),Aura Barrage (Adventure Special) (LEGEND),Barrage Aura (Adventure Special) (LEGEND),Оборотная аура (специальная приключения) (LEGEND),Barrage Aura（冒险特别） (LEGEND),Barrage Aura（冒險特別） (LEGEND),Barrage aura (espesyal na pakikipagsapalaran) (LEGEND),Array Aura (đặc biệt phiêu lưu) (LEGEND)
COLLECTION_NAME_100013,+2 Beast Aura (RARE),+2 야수 아우라 (RARE),+2 Aura de besta (RARE),+2 獣のオーラ (RARE),+2 Aura de bestia (RARE),+2 รัศมีสัตว์ร้าย (RARE),+2 Aura binatang buas (RARE),+2 Зверь Аура (RARE),+2 野兽光环 (RARE),+2 野獸光環 (RARE),+2 Hayop aura (RARE),+2 Thú Aura (RARE)
COLLECTION_NAME_100014,+2 Beast Aura (EPIC),+2 야수 아우라 (EPIC),+2 Aura de besta (EPIC),+2 獣のオーラ (EPIC),+2 Aura de bestia (EPIC),+2 รัศมีสัตว์ร้าย (EPIC),+2 Aura binatang buas (EPIC),+2 Зверь Аура (EPIC),+2 野兽光环 (EPIC),+2 野獸光環 (EPIC),+2 Hayop aura (EPIC),+2 Thú Aura (EPIC)
COLLECTION_NAME_100015,+2 Beast Aura (UNIQUE),+2 야수 아우라 (UNIQUE),+2 Aura de besta (UNIQUE),+2 獣のオーラ (UNIQUE),+2 Aura de bestia (UNIQUE),+2 รัศมีสัตว์ร้าย (UNIQUE),+2 Aura binatang buas (UNIQUE),+2 Зверь Аура (UNIQUE),+2 野兽光环 (UNIQUE),+2 野獸光環 (UNIQUE),+2 Hayop aura (UNIQUE),+2 Thú Aura (UNIQUE)
